fecha	objective	metric	first_metric_only	boost_from_average	feature_pre_filter	verbosity	max_depth	min_gain_to_split	lambda_l1	lambda_l2	max_bin	num_iterations	force_row_wise	seed	num_threads	learning_rate	feature_fraction	min_data_in_leaf	num_leaves	envios	ganancia	iteracion
20221001 101455	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	87	TRUE	838609	2	0.0776294445048377	0.917026654872857	4362	347	5957	24970000	318
20221001 101537	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	48	TRUE	838609	2	0.137835805703974	0.640600968043879	2827	607	12555	24970000	319
20221001 101628	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	68	TRUE	838609	2	0.235393325836908	0.386031168357283	2182	201	6763	24880000	320
20221001 101659	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	15	TRUE	838609	2	0.294431580948904	0.568147475465387	3064	285	14905	22910000	321
20221001 101754	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	70	TRUE	838609	2	0.124603026220093	0.741827614935301	1678	977	13922	23840000	322
20221001 101946	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	253	TRUE	838609	2	0.0330737883903575	0.653542462040484	5914	233	11440	25760000	323
20221001 102017	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	25	TRUE	838609	2	0.170919509318232	0.745384425434656	3452	612	12085	24950000	324
20221001 102100	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	53	TRUE	838609	2	0.238344006714661	0.563138370806351	4945	629	6449	24710000	325
20221001 102139	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	39	TRUE	838609	2	0.0879057120692288	0.79439195571728	4778	84	14277	23770000	326
20221001 102234	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	105	TRUE	838609	2	0.0879628719131007	0.756251572366804	6041	157	9832	26100000	327
20221001 102343	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	73	TRUE	838609	2	0.0639185520626139	0.596372301022708	2929	453	5635	24730000	328
20221001 102444	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	62	TRUE	838609	2	0.173257825027356	0.729067286881804	776	826	12991	23780000	329
20221001 102517	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	17	TRUE	838609	2	0.279933171689536	0.599170697145723	856	122	13774	22060000	330
20221001 102704	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	290	TRUE	838609	2	0.0575016675083576	0.991671054603408	5756	158	8075	26250000	331
20221001 102855	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	294	TRUE	838609	2	0.0477835610363347	0.998896814520803	5771	260	8050	26300000	332
20221001 103015	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	174	TRUE	838609	2	0.0480697259129304	0.778844423213121	6536	199	10536	26530000	333
20221001 103128	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	135	TRUE	838609	2	0.0441311109493611	0.861859806829236	7027	173	9833	26740000	334
20221001 103354	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	450	TRUE	838609	2	0.0466072427132798	0.966992246695369	6005	143	8476	26970000	335
20221001 103439	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	72	TRUE	838609	2	0.0987624494995797	0.806953275075568	6795	106	9836	25850000	336
20221001 103523	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	68	TRUE	838609	2	0.0995340496947822	0.790355923717653	6616	167	10129	25830000	337
20221001 103709	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	222	TRUE	838609	2	0.0315405361613	0.807961621825625	5912	197	10622	26440000	338
20221001 103938	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	478	TRUE	838609	2	0.0490689837359535	0.809175381923242	6062	191	9844	26800000	339
20221001 104117	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	244	TRUE	838609	2	0.0476650362166922	0.961718028255513	5844	124	8602	26480000	340
20221001 104226	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	137	TRUE	838609	2	0.0604005516286657	0.772767663151208	5689	182	9348	26190000	341
20221001 104347	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	177	TRUE	838609	2	0.0471236251332442	0.837655867542	6906	200	10514	26420000	342
20221001 104556	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	387	TRUE	838609	2	0.0447939995638114	0.803203678112547	6705	243	10699	26290000	343
20221001 104719	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	80	TRUE	838609	2	0.0473322105423784	0.247298496400716	1866	733	10266	25950000	344
20221001 104915	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	328	TRUE	838609	2	0.0509528722124624	0.773597799493987	5879	114	8519	26330000	345
20221001 105009	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	121	TRUE	838609	2	0.145846929410195	0.878620300291885	6401	727	7970	26060000	346
20221001 105153	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	280	TRUE	838609	2	0.0562200251727257	0.758509416638737	5830	254	8813	26620000	347
20221001 105418	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	412	TRUE	838609	2	0.038862735199455	0.685695311604988	5731	125	7651	26300000	348
20221001 105653	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	495	TRUE	838609	2	0.0500885327983914	0.794969443790265	5815	178	8856	26530000	349
20221001 105802	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	127	TRUE	838609	2	0.0518412194979929	0.730585455926054	6002	209	8972	26540000	350
20221001 105917	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	129	TRUE	838609	2	0.0491244968404318	0.986828138542787	6242	146	8425	26270000	351
20221001 110026	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	119	TRUE	838609	2	0.0500666327491734	0.788747024681067	5840	237	9009	26230000	352
20221001 110141	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	150	TRUE	838609	2	0.0519360626833226	0.723891819028043	5859	134	8808	26710000	353
20221001 110239	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	73	TRUE	838609	2	0.0595228268790078	0.948889213487398	5841	112	8489	25910000	354
20221001 110425	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	265	TRUE	838609	2	0.0437350197443666	0.731895064345002	5752	219	8773	26460000	355
20221001 110530	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	122	TRUE	838609	2	0.0581855413564077	0.74824238603668	6656	169	8825	25950000	356
20221001 110638	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	104	TRUE	838609	2	0.0461541048963754	0.707253266062442	5272	143	8917	25690000	357
20221001 110828	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	271	TRUE	838609	2	0.0445123699100697	0.813323904854331	6164	160	10658	26130000	358
20221001 110904	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	31	TRUE	838609	2	0.160048008361066	0.750671149316261	5729	1010	8022	26120000	359
20221001 111027	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	157	TRUE	838609	2	0.0463883755578498	0.745047927946306	5943	195	9835	26810000	360
20221001 111150	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	154	TRUE	838609	2	0.0448599518530734	0.762231394014732	6704	168	9816	26450000	361
20221001 111306	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	151	TRUE	838609	2	0.0511194277663485	0.723566013483028	5871	79	8716	26570000	362
20221001 111413	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	119	TRUE	838609	2	0.0591670899611346	0.679001866317249	5403	208	9834	26500000	363
20221001 111542	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	178	TRUE	838609	2	0.0329837201572973	0.783157993257573	7296	227	10448	25910000	364
20221001 111718	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	222	TRUE	838609	2	0.0443762651955059	0.649229716307148	6895	194	9852	26140000	365
20221001 111836	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	169	TRUE	838609	2	0.0571045121130168	0.742739628343156	5363	200	10232	26180000	366
20221001 111939	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	121	TRUE	838609	2	0.0613709962487479	0.768462508849515	7273	204	10652	25580000	367
20221001 112048	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	127	TRUE	838609	2	0.0459005149687675	0.700158255302289	7413	211	9291	26380000	368
20221001 112216	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	198	TRUE	838609	2	0.0487877871590617	0.674008672965388	6027	210	9449	26790000	369
20221001 112321	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	118	TRUE	838609	2	0.0595407318172314	0.681794354472099	5848	219	9576	26610000	370
20221001 112440	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	168	TRUE	838609	2	0.0532897157558873	0.670718039272342	5930	261	9347	26510000	371
20221001 112605	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	154	TRUE	838609	2	0.0454663725513191	0.638320218187769	5626	240	9590	26580000	372
20221001 112728	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	165	TRUE	838609	2	0.0482849756084775	0.719993515109905	5952	575	9523	26160000	373
20221001 112813	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	78	TRUE	838609	2	0.159192855868559	0.835906458759763	6654	344	7891	25820000	374
20221001 112931	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	157	TRUE	838609	2	0.0541132739366231	0.803964693604344	5506	526	10498	26930000	375
20221001 113020	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	72	TRUE	838609	2	0.0904106682094793	0.776537399958434	7532	118	9958	25690000	376
20221001 113128	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	122	TRUE	838609	2	0.0541377968105877	0.80172999674861	5677	467	10494	26140000	377
20221001 113247	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	165	TRUE	838609	2	0.0558064384703895	0.780981126954545	5395	567	10517	26410000	378
20221001 113406	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	158	TRUE	838609	2	0.0516631660335649	0.854938381680822	5311	534	10449	26310000	379
20221001 113527	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	161	TRUE	838609	2	0.0471918695414738	0.718227818988799	5469	230	9482	26240000	380
20221001 113705	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	197	TRUE	838609	2	0.052246888565829	0.604756462003966	6387	211	9432	26660000	381
20221001 113823	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	144	TRUE	838609	2	0.0511044818644619	0.633986989523598	5858	171	9532	26460000	382
20221001 114028	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	336	TRUE	838609	2	0.0454017275555455	0.635551306810742	6637	269	9476	26570000	383
20221001 114154	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	159	TRUE	838609	2	0.0445957465944731	0.634984409940569	6179	212	9339	26050000	384
20221001 114313	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	178	TRUE	838609	2	0.0531203170382197	0.665215293956487	7453	222	9453	25980000	385
20221001 114432	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	141	TRUE	838609	2	0.046970019720752	0.812330210953332	5537	544	10556	26730000	386
20221001 114526	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	87	TRUE	838609	2	0.0659329424910784	0.679042556420529	7566	820	10978	26050000	387
20221001 114701	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	65	TRUE	838609	2	0.0364589899460628	0.267462993537828	1348	611	10284	26320000	388
20221001 114827	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	138	TRUE	838609	2	0.0517321139016671	0.606890825675556	6035	324	9616	26210000	389
20221001 115125	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	313	TRUE	838609	2	0.0306313900872054	0.212294511151854	1614	645	10121	26880000	390
20221001 115312	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	121	TRUE	838609	2	0.0314560183913042	0.227142862755102	2509	650	10174	26380000	391
20221001 115511	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	82	TRUE	838609	2	0.030078381874845	0.229796491376693	923	665	10157	26330000	392
20221001 115632	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	55	TRUE	838609	2	0.0413642826224298	0.229576228481702	1619	632	10076	25930000	393
20221001 115755	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	170	TRUE	838609	2	0.0544559848172267	0.819168485674309	5300	536	10652	26380000	394
20221001 120017	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	179	TRUE	838609	2	0.0255221582008118	0.200874208280042	1669	624	10241	2.6e+07	395
20221001 120125	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	118	TRUE	838609	2	0.0507596945045026	0.733000426217577	6390	531	10495	25890000	396
20221001 120326	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	154	TRUE	838609	2	0.0323693360725739	0.202448919516863	1663	692	10099	26610000	397
20221001 120436	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	108	TRUE	838609	2	0.050617612717717	0.799180710619071	4646	219	10547	25710000	398
20221001 120615	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	225	TRUE	838609	2	0.0421640385159526	0.966966795166503	5718	159	8478	26330000	399
20221001 120723	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	106	TRUE	838609	2	0.0503823072026594	0.815630153632592	5806	260	8322	26080000	400
20221001 121035	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	350	TRUE	838609	2	0.0299662398465053	0.201903689084592	1541	641	9949	26430000	401
20221001 121202	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	175	TRUE	838609	2	0.0518892973264523	0.810399070878839	5464	642	10461	26360000	402
20221001 121412	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	374	TRUE	838609	2	0.0492190667931551	0.884879509718889	5912	246	8723	26640000	403
20221001 121532	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	154	TRUE	838609	2	0.0464394580185751	0.858393831895526	6069	123	8462	25880000	404
20221001 121710	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	238	TRUE	838609	2	0.0498148933207681	0.741440489499535	5967	298	8735	26530000	405
20221001 121849	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	249	TRUE	838609	2	0.0541738473638806	0.668629328765391	5916	411	7649	26150000	406
20221001 122007	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	153	TRUE	838609	2	0.0493857754593721	0.779793121345306	5429	234	8721	26160000	407
20221001 122232	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	439	TRUE	838609	2	0.0464206489333321	0.927056731420449	6067	239	8529	26790000	408
20221001 122337	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	95	TRUE	838609	2	0.0478671243218698	0.937971181704796	6406	252	8808	26070000	409
20221001 122528	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	315	TRUE	838609	2	0.0556128589120035	0.90218894457499	6055	271	8583	26520000	410
20221001 122634	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	101	TRUE	838609	2	0.0570588998694511	0.753616307417516	4496	201	9836	25690000	411
20221001 122825	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	245	TRUE	838609	2	0.0574726034252583	0.609459975413694	5715	238	9499	26530000	412
20221001 122932	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	109	TRUE	838609	2	0.0503949287247326	0.691889283492837	6137	250	8806	26390000	413
20221001 123050	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	114	TRUE	838609	2	0.0348383492153573	0.688844885901769	6660	212	7642	2.6e+07	414
20221001 123155	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	120	TRUE	838609	2	0.0642709363724533	0.760966100756146	5264	203	8099	25970000	415
20221001 123314	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	106	TRUE	838609	2	0.034923707318094	0.674207996702374	5195	245	7696	25490000	416
20221001 123534	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	369	TRUE	838609	2	0.0321898821338098	0.891694975699071	6070	274	8598	26570000	417
20221001 123730	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	310	TRUE	838609	2	0.0454229344788402	0.884627179603909	6024	315	8577	26530000	418
20221001 124107	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	677	TRUE	838609	2	0.0268829799045976	0.970373719804534	6059	273	8433	26580000	419
20221001 124203	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	127	TRUE	838609	2	0.159874163813399	0.834201443426356	6670	721	7985	26110000	420
20221001 124406	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	342	TRUE	838609	2	0.0468004637564024	0.963967513504542	6028	275	8473	26180000	421
20221001 124834	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	899	TRUE	838609	2	0.0278943351488339	0.897553012724286	6101	317	8372	26700000	422
20221001 125035	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	228	TRUE	838609	2	0.0239136110207294	0.815830749325582	5944	269	8393	26100000	423
20221001 125344	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	548	TRUE	838609	2	0.0265703536096438	0.908864212338982	5865	356	8533	26540000	424
20221001 125459	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	145	TRUE	838609	2	0.0534398632922085	0.818594012383244	5901	322	8834	26020000	425
20221001 125636	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	170	TRUE	838609	2	0.0279729810560146	0.90575246048533	6954	318	8497	25890000	426
20221001 125829	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	172	TRUE	838609	2	0.0232587028603157	0.93070708454201	5088	329	8375	25810000	427
20221001 130033	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	292	TRUE	838609	2	0.0310273680285663	0.827793939706587	6131	340	8113	26020000	428
20221001 130155	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	195	TRUE	838609	2	0.0753975097880214	0.816545130757749	6075	782	8085	25830000	429
20221001 130242	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	79	TRUE	838609	2	0.164242117555693	0.786527533918729	6707	980	7862	25640000	430
20221001 130320	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	39	TRUE	838609	2	0.171257631989688	0.752135867287841	5689	802	8114	25700000	431
20221001 130751	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	785	TRUE	838609	2	0.0278832993051459	0.907775318696816	5997	232	8405	27110000	432
20221001 130841	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	91	TRUE	838609	2	0.156578480728401	0.941167051028722	6147	817	8051	25980000	433
20221001 131003	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	161	TRUE	838609	2	0.0468732283986879	0.683680795465048	6097	251	9819	26210000	434
20221001 131103	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	89	TRUE	838609	2	0.0615245875544533	0.706471781887071	6112	287	9113	26180000	435
20221001 131227	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	179	TRUE	838609	2	0.0540912741717765	0.68623454123238	5771	234	7496	26290000	436
20221001 131332	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	112	TRUE	838609	2	0.0619439891574375	0.707261451899846	5933	312	8537	26290000	437
20221001 131459	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	228	TRUE	838609	2	0.0813389826851532	0.665210677016561	5893	257	7615	26930000	438
20221001 131631	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	246	TRUE	838609	2	0.0900018740743327	0.650644734269073	5848	292	7642	26560000	439
20221001 131803	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	243	TRUE	838609	2	0.0836042425444284	0.663159956746838	5721	205	7643	26480000	440
20221001 131845	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	60	TRUE	838609	2	0.156433882572622	0.699492640509084	5813	957	7519	25690000	441
20221001 131932	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	50	TRUE	838609	2	0.0805947698950485	0.666438612927626	5408	286	7545	25950000	442
20221001 132025	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	83	TRUE	838609	2	0.0861109496896684	0.674668137041245	6536	256	7658	25650000	443
20221001 132107	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	50	TRUE	838609	2	0.125074589801434	0.780763006418093	5656	713	8091	25740000	444
20221001 132558	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	884	TRUE	838609	2	0.0169888250842446	0.916981981829041	6192	239	8438	26010000	445
20221001 132812	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	325	TRUE	838609	2	0.030872042815488	0.69484122495094	5943	382	7610	26060000	446
20221001 133000	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	230	TRUE	838609	2	0.0329544193310425	0.753784938190349	6699	190	10824	25960000	447
20221001 133204	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	308	TRUE	838609	2	0.0377838942798966	0.760689884764121	5817	385	8535	26530000	448
20221001 133310	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	107	TRUE	838609	2	0.0769546316654136	0.628932980499285	5921	256	7668	25870000	449
20221001 133420	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	106	TRUE	838609	2	0.0513502563755466	0.798389964145279	4485	519	10514	26100000	450
20221001 133632	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	389	TRUE	838609	2	0.051888147018308	0.747915580229246	6067	379	8524	26880000	451
20221001 133843	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	378	TRUE	838609	2	0.0495377800703227	0.720901678485175	5804	406	8614	26700000	452
20221001 134007	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	168	TRUE	838609	2	0.0471569282169925	0.714998723542163	6156	350	8568	26070000	453
20221001 134146	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	252	TRUE	838609	2	0.0559246477303272	0.817000120477276	5601	418	8536	26290000	454
20221001 134341	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	324	TRUE	838609	2	0.0549975165169307	0.737946818262385	5994	443	8500	26360000	455
20221001 134432	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	68	TRUE	838609	2	0.0843399576561145	0.728053686605906	5589	258	7614	26380000	456
20221001 134615	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	281	TRUE	838609	2	0.0596408164870204	0.757599211543263	6482	391	8636	26730000	457
20221001 134723	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	108	TRUE	838609	2	0.0493797914971786	0.74838334461177	6294	413	8775	26130000	458
20221001 134845	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	180	TRUE	838609	2	0.0575092754787417	0.74885287755286	5672	377	8582	26840000	459
20221001 135023	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	260	TRUE	838609	2	0.0636534192864548	0.768111808104203	6163	382	8474	26260000	460
20221001 135102	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	53	TRUE	838609	2	0.209546963894048	0.882791774093589	6964	637	9578	26130000	461
20221001 135156	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	78	TRUE	838609	2	0.0729172629187749	0.730976033473853	5753	281	8745	26270000	462
20221001 135303	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	122	TRUE	838609	2	0.0808320132504593	0.634644287769712	7294	784	10847	25910000	463
20221001 135411	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	123	TRUE	838609	2	0.0597347611250924	0.821390198240334	6124	534	10520	26400000	464
20221001 135526	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	141	TRUE	838609	2	0.0606641989753799	0.663965785883803	5584	390	8718	26490000	465
20221001 135632	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	133	TRUE	838609	2	0.0654493095856639	0.742338057352163	7548	770	10725	25830000	466
20221001 135749	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	136	TRUE	838609	2	0.0496690822675955	0.672706394201273	5913	376	9441	26640000	467
20221001 135922	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	187	TRUE	838609	2	0.0479825009807832	0.638711880736761	5810	465	9461	26280000	468
20221001 140024	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	91	TRUE	838609	2	0.0591895569137797	0.697351135764679	6258	417	9403	2.6e+07	469
20221001 140126	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	69	TRUE	838609	2	0.0507056175334733	0.65022491587209	5131	315	9457	25650000	470
20221001 140208	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	56	TRUE	838609	2	0.170738959426528	0.759662269108609	5668	1016	8339	26130000	471
20221001 140258	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	90	TRUE	838609	2	0.150633039964439	0.855203749044243	6144	936	7970	26620000	472
20221001 140531	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	280	TRUE	838609	2	0.0458836467318975	0.539551089416699	6144	215	9568	26390000	473
20221001 140608	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	33	TRUE	838609	2	0.14786941694497	0.829528102605111	5743	1011	8200	26240000	474
20221001 140707	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	121	TRUE	838609	2	0.158073216370932	0.903462574011578	4851	730	8021	25880000	475
20221001 140753	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	68	TRUE	838609	2	0.15443844164172	0.805108251998684	4968	925	8032	26340000	476
20221001 141033	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	260	TRUE	838609	2	0.0354878119454549	0.252110261813315	1623	672	10474	26660000	477
20221001 141210	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	66	TRUE	838609	2	0.0348338456314705	0.317664337891963	1964	670	10345	26270000	478
20221001 141340	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	64	TRUE	838609	2	0.0458873140924096	0.283387214435111	1348	649	10542	26440000	479
20221001 141559	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	212	TRUE	838609	2	0.0378953960898271	0.206351013942686	1866	646	10587	26270000	480
