fecha	objective	metric	first_metric_only	boost_from_average	feature_pre_filter	verbosity	max_depth	min_gain_to_split	lambda_l1	lambda_l2	max_bin	num_iterations	force_row_wise	seed	num_threads	learning_rate	feature_fraction	min_data_in_leaf	num_leaves	envios	ganancia	iteracion
20221001 184328	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	42	TRUE	838609	2	0.283457681739612	0.218949673158862	6266	18	14510	23460000	661
20221001 184412	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	49	TRUE	838609	2	0.20783174038038	0.427712881001085	7301	54	7790	24900000	662
20221001 184547	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	62	TRUE	838609	2	0.115599806320298	0.836942712365277	372	694	13528	24230000	663
20221001 184626	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	58	TRUE	838609	2	0.280760540106407	0.211935755700246	7307	547	8761	26400000	664
20221001 184759	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	282	TRUE	838609	2	0.0897150787985243	0.920938006260805	6980	501	10738	26210000	665
20221001 184938	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	97	TRUE	838609	2	0.135760419773706	0.223418751128577	458	656	8113	25940000	666
20221001 185016	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	23	TRUE	838609	2	0.196125360927662	0.558438339313865	4917	803	14037	23690000	667
20221001 185051	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	18	TRUE	838609	2	0.248804479143667	0.649728463122249	1591	224	12549	24590000	668
20221001 185151	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	131	TRUE	838609	2	0.105028794822253	0.850862429685891	5870	271	6392	25220000	669
20221001 185221	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	32	TRUE	838609	2	0.287928898283215	0.904052725447342	5147	515	11817	25010000	670
20221001 185336	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	167	TRUE	838609	2	0.0574325137598731	0.749319329105876	6943	479	12847	25270000	671
20221001 185406	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	38	TRUE	838609	2	0.288657736094893	0.815160488658026	7086	599	8803	25120000	672
20221001 185545	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	239	TRUE	838609	2	0.0390913695901679	0.706533796376176	7543	392	9832	26500000	673
20221001 185647	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	131	TRUE	838609	2	0.0697933524200891	0.85603015084602	7887	104	13983	24200000	674
20221001 185726	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	34	TRUE	838609	2	0.146590552258885	0.961998995899409	3139	594	5682	24240000	675
20221001 185758	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	20	TRUE	838609	2	0.178561192062709	0.767475556888618	3494	373	12053	25740000	676
20221001 185852	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	58	TRUE	838609	2	0.0938473374454118	0.322583179000579	5451	938	11036	25690000	677
20221001 185938	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	52	TRUE	838609	2	0.0689437273597671	0.833389184893668	7868	668	7906	25630000	678
20221001 190053	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	84	TRUE	838609	2	0.0650179353829694	0.489584274842963	6329	604	7004	25440000	679
20221001 190145	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	19	TRUE	838609	2	0.172128963123793	0.980204016014375	588	830	13130	24140000	680
20221001 190349	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	50	TRUE	838609	2	0.0589273649588542	0.960519193259068	307	872	8647	26870000	681
20221001 190504	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	102	TRUE	838609	2	0.0851560970304301	0.912388085513376	1538	492	10822	26200000	682
20221001 190655	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	228	TRUE	838609	2	0.0611149170322332	0.369558165481687	7939	298	11946	26270000	683
20221001 190839	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	136	TRUE	838609	2	0.0431289629671012	0.543663498316705	5742	423	6339	25250000	684
20221001 190943	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	106	TRUE	838609	2	0.161979934221579	0.312366660678387	3686	169	5421	24600000	685
20221001 191156	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	110	TRUE	838609	2	0.0256986425923486	0.529841480001807	2691	546	8566	25830000	686
20221001 191411	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	169	TRUE	838609	2	0.0292075471304706	0.435034232357517	4618	858	6034	24900000	687
20221001 191517	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	130	TRUE	838609	2	0.0910521139824262	0.907706478271633	4428	638	5773	24940000	688
20221001 191617	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	48	TRUE	838609	2	0.0814038514503429	0.478066885423474	4237	650	8484	26160000	689
20221001 191715	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	55	TRUE	838609	2	0.0560896751107974	0.627771372327581	5000	731	8699	25810000	690
20221001 191921	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	187	TRUE	838609	2	0.153798568409889	0.544885465450771	865	147	6476	25930000	691
20221001 191958	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	22	TRUE	838609	2	0.263536579073746	0.298621667600237	1915	996	7831	23700000	692
20221001 192035	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	25	TRUE	838609	2	0.191160910803013	0.260928686008602	3973	918	13184	24440000	693
20221001 192106	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	46	TRUE	838609	2	0.112233393197224	0.926976492488012	2579	21	13834	24260000	694
20221001 192309	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	193	TRUE	838609	2	0.0451573186090612	0.464385742517188	4279	704	14399	23450000	695
20221001 192345	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	10	TRUE	838609	2	0.22845749916375	0.457403353412263	2557	715	14415	23650000	696
20221001 192439	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	114	TRUE	838609	2	0.19207888552323	0.885259308725037	4544	610	6193	25220000	697
20221001 192522	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	39	TRUE	838609	2	0.274837420215089	0.470502739004791	3830	85	8297	25650000	698
20221001 192552	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	23	TRUE	838609	2	0.199462021647199	0.957706353509985	6322	196	10261	25400000	699
20221001 192658	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	104	TRUE	838609	2	0.100999254426254	0.426234495837241	394	54	8319	25850000	700
20221001 192831	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	135	TRUE	838609	2	0.0958799723342527	0.396310329876095	1765	756	5963	26080000	701
20221001 192949	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	103	TRUE	838609	2	0.0502725825732737	0.655696491503716	2735	215	13893	24060000	702
20221001 193058	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	145	TRUE	838609	2	0.0926661657568638	0.91558181645181	4089	228	8684	25680000	703
20221001 193127	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	24	TRUE	838609	2	0.261668509984009	0.790180325925723	6646	588	13751	23860000	704
20221001 193235	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	118	TRUE	838609	2	0.139091674503793	0.935353182731383	2039	608	6184	26120000	705
20221001 193323	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	52	TRUE	838609	2	0.0999557089846372	0.249203684663214	6237	219	5709	25150000	706
20221001 193359	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	20	TRUE	838609	2	0.212564753775388	0.831116207538918	1809	332	9600	25600000	707
20221001 193455	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	47	TRUE	838609	2	0.195030845972643	0.773543898333795	349	225	11146	24270000	708
20221001 193532	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	57	TRUE	838609	2	0.239311541138177	0.721826713822037	5050	672	7503	25080000	709
20221001 193617	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	34	TRUE	838609	2	0.152503177829654	0.455300272204168	6532	974	13207	24550000	710
20221001 193723	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	106	TRUE	838609	2	0.0634188088367891	0.705657954632863	4062	796	11592	25700000	711
20221001 193831	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	63	TRUE	838609	2	0.269113479371011	0.565600686478429	408	204	11473	24020000	712
20221001 193944	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	135	TRUE	838609	2	0.0727361782325071	0.679596811856329	3640	866	14612	23660000	713
20221001 194108	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	89	TRUE	838609	2	0.0405102991809742	0.311493766873516	5419	264	9010	25900000	714
20221001 194149	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	41	TRUE	838609	2	0.26509730274649	0.588894959202036	3815	76	10366	24790000	715
20221001 194230	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	24	TRUE	838609	2	0.186265454307969	0.327495875719003	2118	633	9552	26340000	716
20221001 194309	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	36	TRUE	838609	2	0.291487727225989	0.292790514010005	2970	564	6259	24450000	717
20221001 194344	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	21	TRUE	838609	2	0.257000432129037	0.712804761345312	2017	836	12918	24650000	718
20221001 194539	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	188	TRUE	838609	2	0.0475128620713937	0.736561537373438	1642	371	13500	24520000	719
20221001 194615	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	45	TRUE	838609	2	0.18791759982893	0.963196420948021	6373	739	5818	24450000	720
20221001 194726	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	152	TRUE	838609	2	0.0659765504680364	0.650506901834346	7693	816	8223	25560000	721
20221001 194811	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	90	TRUE	838609	2	0.20447027033761	0.802139519805648	6211	509	6427	25790000	722
20221001 194918	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	107	TRUE	838609	2	0.118391346494171	0.310047132311389	4455	709	13585	24990000	723
20221001 194951	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	38	TRUE	838609	2	0.273521313581599	0.72298485163264	4374	290	6620	24520000	724
20221001 195155	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	246	TRUE	838609	2	0.0369708427141304	0.614412442746759	5320	48	9569	25990000	725
20221001 195225	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	28	TRUE	838609	2	0.22986494854536	0.949064060805924	5697	91	11765	24710000	726
20221001 195354	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	199	TRUE	838609	2	0.0434225623572909	0.849496380054765	7400	897	11373	26140000	727
20221001 195550	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	164	TRUE	838609	2	0.0320408340270049	0.263451269374974	4186	48	8518	26170000	728
20221001 195701	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	102	TRUE	838609	2	0.12168518206078	0.554999797126651	4322	618	6370	25260000	729
20221001 200346	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	322	TRUE	838609	2	0.0409944930697978	0.473008510685712	246	821	11724	25440000	730
20221001 200418	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	33	TRUE	838609	2	0.2573388861126	0.754743443182111	5974	175	10022	25800000	731
20221001 200457	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	34	TRUE	838609	2	0.241071524976225	0.560108574626222	7000	27	8171	25420000	732
20221001 200542	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	53	TRUE	838609	2	0.215675311601306	0.375368722079694	7251	405	8049	25590000	733
20221001 200622	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	33	TRUE	838609	2	0.228633769312629	0.378372462414391	4423	724	11935	25090000	734
20221001 200705	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	19	TRUE	838609	2	0.223825513946473	0.548354290798679	1546	691	14285	23350000	735
20221001 200816	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	129	TRUE	838609	2	0.0699860511837574	0.951830506679043	4399	982	7860	25960000	736
20221001 200904	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	44	TRUE	838609	2	0.140752437451723	0.334470479492098	4134	320	6367	25190000	737
20221001 200942	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	48	TRUE	838609	2	0.159733975999687	0.737356823404692	5636	979	8139	26370000	738
20221001 201116	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	170	TRUE	838609	2	0.238461295936153	0.237203127780743	1265	575	5604	24080000	739
20221001 201259	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	44	TRUE	838609	2	0.0641336625657044	0.574719409989193	454	317	13747	24030000	740
20221001 201407	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	77	TRUE	838609	2	0.0618964486666664	0.252781065980345	4265	643	11560	25840000	741
20221001 201435	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	20	TRUE	838609	2	0.281908738590343	0.926041397134401	5959	871	6992	24980000	742
20221001 201538	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	128	TRUE	838609	2	0.111519153760655	0.638277924701013	6109	57	10079	26410000	743
20221001 201624	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	23	TRUE	838609	2	0.273266380099907	0.497219068139233	1097	456	5919	24010000	744
20221001 201702	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	30	TRUE	838609	2	0.277290878108091	0.419859493066184	5821	441	12368	25110000	745
20221001 201843	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	124	TRUE	838609	2	0.166643284953209	0.715041025777534	611	894	12453	24620000	746
20221001 202004	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	134	TRUE	838609	2	0.133424558360188	0.528179305230826	741	69	5388	24030000	747
20221001 202224	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	244	TRUE	838609	2	0.027683603979256	0.601709491354786	6217	668	10190	26100000	748
20221001 202300	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	41	TRUE	838609	2	0.284567622713275	0.922234127200022	3280	794	5136	23250000	749
20221001 202342	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	37	TRUE	838609	2	0.149742243298814	0.259695986730419	5158	757	11333	25100000	750
20221001 202418	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	33	TRUE	838609	2	0.19070828356753	0.859885134432279	3661	824	9469	24510000	751
20221001 202526	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	62	TRUE	838609	2	0.0887468440769718	0.34168059388455	758	125	13651	24620000	752
20221001 202620	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	91	TRUE	838609	2	0.292151665242219	0.285741301786527	4836	473	12780	23560000	753
20221001 202706	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	24	TRUE	838609	2	0.191133312998144	0.550611427835561	1575	340	13590	23940000	754
20221001 202805	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	91	TRUE	838609	2	0.216736542348394	0.564898522024788	4904	511	11906	25150000	755
20221001 202924	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	94	TRUE	838609	2	0.100335401374517	0.429701415899396	1942	64	5146	24510000	756
20221001 203559	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	752	TRUE	838609	2	0.00956885051896912	0.913106734131649	2400	833	14045	23830000	757
20221001 203808	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	111	TRUE	838609	2	0.248329407601269	0.517042227031849	335	844	12606	23270000	758
20221001 203948	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	220	TRUE	838609	2	0.0656906152204976	0.669973352562574	5764	242	7601	25920000	759
20221001 204020	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	25	TRUE	838609	2	0.211058209462201	0.710518758783117	3696	223	10879	25450000	760
20221001 204106	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	90	TRUE	838609	2	0.253907020018641	0.979662174572796	5311	81	13734	23260000	761
20221001 204148	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	50	TRUE	838609	2	0.177487853621468	0.708399153520353	3049	784	12631	25300000	762
20221001 204225	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	34	TRUE	838609	2	0.25852852837016	0.263159403655864	5549	727	12679	24490000	763
20221001 204322	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	81	TRUE	838609	2	0.160704377190949	0.378857155117765	7064	56	5752	25060000	764
20221001 204412	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	53	TRUE	838609	2	0.281629407895725	0.473742444590479	2944	822	7332	25100000	765
20221001 204734	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	166	TRUE	838609	2	0.01947866820722	0.509538033940829	1210	119	10903	26040000	766
20221001 204830	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	38	TRUE	838609	2	0.0964265783618391	0.443814855236188	3176	350	6732	25260000	767
20221001 205607	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	933	TRUE	838609	2	0.0134969857406442	0.669424992597848	1356	250	9201	26400000	768
20221001 205637	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	16	TRUE	838609	2	0.251780633223616	0.876060990064591	3314	455	12566	24710000	769
20221001 205721	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	30	TRUE	838609	2	0.1533979390927	0.461522145430371	6152	90	7016	25570000	770
20221001 205906	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	228	TRUE	838609	2	0.0342401690355968	0.971548756059073	6431	138	12838	25130000	771
20221001 210108	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	163	TRUE	838609	2	0.0250099282701965	0.727146244340017	2752	415	11694	25660000	772
20221001 210236	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	146	TRUE	838609	2	0.267030333576788	0.67706961347498	1002	270	13311	23620000	773
20221001 210307	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	30	TRUE	838609	2	0.254215146079231	0.958941546465829	6520	382	9874	26020000	774
20221001 210430	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	183	TRUE	838609	2	0.0510223022262403	0.874931641664729	6579	116	10642	2.6e+07	775
20221001 210523	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	64	TRUE	838609	2	0.11626318315901	0.641157460182719	2609	345	7529	25750000	776
20221001 210604	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	37	TRUE	838609	2	0.127350183807689	0.991404781038314	3742	433	11352	25620000	777
20221001 210637	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	23	TRUE	838609	2	0.280941788707287	0.577140277791955	5979	19	9895	25250000	778
20221001 210705	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	22	TRUE	838609	2	0.259123346808822	0.733143302248046	7337	67	8323	25680000	779
20221001 210744	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	21	TRUE	838609	2	0.139510070286619	0.618199239919707	3260	427	7557	25530000	780
20221001 210853	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	118	TRUE	838609	2	0.0482452172197867	0.807332873691246	7239	491	9072	26340000	781
20221001 210935	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	34	TRUE	838609	2	0.131126768640144	0.59507794676479	6989	586	13064	24760000	782
20221001 211004	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	22	TRUE	838609	2	0.283062737532421	0.770348374129832	6884	876	11829	25230000	783
20221001 211040	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	28	TRUE	838609	2	0.247232309681448	0.747901242315955	2780	965	13391	23140000	784
20221001 211210	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	67	TRUE	838609	2	0.0373236188874417	0.253805054192804	2014	856	9081	26640000	785
20221001 211301	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	71	TRUE	838609	2	0.285499394067844	0.417459410780296	6894	151	9064	26040000	786
20221001 211340	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	19	TRUE	838609	2	0.251526015271106	0.530754659305699	3342	807	12761	24560000	787
20221001 211419	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	26	TRUE	838609	2	0.191676380281193	0.343293100102991	4303	321	13114	25300000	788
20221001 211521	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	66	TRUE	838609	2	0.118259910187336	0.448423108262382	3988	950	10220	25880000	789
20221001 211629	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	146	TRUE	838609	2	0.171508381252377	0.234409054247849	7819	554	8091	25660000	790
20221001 211808	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	204	TRUE	838609	2	0.049129239476705	0.613397329664603	7449	812	12191	25620000	791
20221001 212530	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	407	TRUE	838609	2	0.00646401160192676	0.421525150691532	2228	557	8995	25930000	792
20221001 212717	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	189	TRUE	838609	2	0.0384354203165707	0.621482338991947	5073	394	11519	25770000	793
20221001 212757	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	35	TRUE	838609	2	0.271918651052914	0.36106239189487	5716	507	13222	24280000	794
20221001 212911	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	105	TRUE	838609	2	0.292592088752522	0.97628247214444	932	454	8882	24080000	795
20221001 213220	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	286	TRUE	838609	2	0.0238895819713268	0.524137258627452	4807	442	10985	25710000	796
20221001 213523	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	197	TRUE	838609	2	0.0288034095918958	0.331078105978668	826	189	6490	26540000	797
20221001 213558	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	44	TRUE	838609	2	0.173520873500142	0.869853046003357	7404	675	11974	25980000	798
20221001 213848	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	101	TRUE	838609	2	0.20227768309597	0.477474216741696	99	940	7654	24060000	799
20221001 213938	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	63	TRUE	838609	2	0.102369787798431	0.854854243561998	4068	905	13358	24570000	800
20221001 214059	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	125	TRUE	838609	2	0.100135352758667	0.444637049688399	4704	321	9263	26120000	801
20221001 214144	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	44	TRUE	838609	2	0.122375468448597	0.64439425427597	3188	780	9771	26140000	802
20221001 214224	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	40	TRUE	838609	2	0.109335432310401	0.924693802478537	7268	1002	12120	25280000	803
20221001 214315	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	47	TRUE	838609	2	0.135573629530011	0.490259349896759	7264	212	13404	24880000	804
20221001 214342	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	19	TRUE	838609	2	0.277737661461651	0.690801963286661	7815	815	10453	25260000	805
20221001 214433	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	90	TRUE	838609	2	0.137416592543074	0.83419501330331	1576	65	10939	25730000	806
20221001 214515	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	28	TRUE	838609	2	0.297525858335299	0.484826541334018	3603	702	5061	23400000	807
20221001 214617	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	61	TRUE	838609	2	0.233667505482244	0.247708341004327	836	943	6848	24790000	808
20221001 214758	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	127	TRUE	838609	2	0.0425458293873223	0.315134565733187	3289	193	8498	26530000	809
20221001 214837	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	26	TRUE	838609	2	0.275940257981595	0.563776021925546	4414	960	11843	24800000	810
20221001 214912	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	25	TRUE	838609	2	0.232886005597333	0.70136328842137	2963	774	13278	24890000	811
20221001 214945	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	38	TRUE	838609	2	0.25095628656977	0.837868175062351	6435	523	12626	24990000	812
20221001 215028	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	69	TRUE	838609	2	0.220511375869345	0.884378024032712	5301	913	14797	22890000	813
20221001 215109	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	34	TRUE	838609	2	0.107017901786849	0.947110746848956	4521	481	10390	25300000	814
20221001 215259	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	149	TRUE	838609	2	0.0350818631881499	0.363308605300076	6813	680	10108	26190000	815
20221001 215349	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	75	TRUE	838609	2	0.171211818922129	0.754333624106646	3676	750	5311	23700000	816
20221001 215430	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	19	TRUE	838609	2	0.191922589932282	0.459569267293997	3629	490	8251	25180000	817
20221001 215523	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	95	TRUE	838609	2	0.0918225548192824	0.687997124794498	7708	647	12752	24980000	818
20221001 215653	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	145	TRUE	838609	2	0.282139946438971	0.349151546472125	1310	379	14515	22490000	819
20221001 220052	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	137	TRUE	838609	2	0.098603777453301	0.279800066916272	118	819	14715	21690000	820
20221001 220230	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	154	TRUE	838609	2	0.247924374883907	0.625474820872955	903	170	10436	24570000	821
20221001 220402	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	104	TRUE	838609	2	0.127936801648628	0.306717743031867	793	725	7220	25720000	822
20221001 220439	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	32	TRUE	838609	2	0.255532320028443	0.595458733656444	7323	693	14542	23800000	823
20221001 220557	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	80	TRUE	838609	2	0.151183800521508	0.612794743060321	802	898	5712	24100000	824
